input,decision
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in COEP Nashik.,Career Guidance Needed
Planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in SPIT Hyderabad.,Balanced Job + Study Plan
"Hey, private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in VJTI Pune.",Government Exam Path
"Confused between job, MBA, government exams and startup. No clear direction at all. I am studying in local college Thane.",Career Guidance Needed
Keep changing my mind every week. Need someone experienced to show me right path. I am studying in IIT Bombay Nagpur.,Career Guidance Needed
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in IIT Bombay Kolhapur.,Emotional Counseling Needed
Constant family pressure + studies ne mera burnout kar diya hai. I need someone to talk to. I am studying in IIT Madras Nashik.,Emotional Counseling Needed
I got admission in MBA at IIM Kozhikode but family is worried about money. Still I believe this is the best investment for my future. I am studying in Symbiosis Bangalore.,Higher Studies First
I got admission in MBA at IIM Kozhikode but family is worried about money. Still I believe this is the best investment for my future. I am studying in SPIT Bangalore.,Higher Studies First
"Resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in VJTI Nagpur.",Skill Development First
"Hey, will help in family business in morning and continue MCA in evening batch. I am studying in local college Bangalore.",Balanced Job + Study Plan
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in Symbiosis Thane.,Balanced Job + Study Plan
"Hey, will help in family business in morning and continue MCA in evening batch. I am studying in Amity Bangalore.",Balanced Job + Study Plan
My parents strongly believe only government job is safe. They want me to prepare full time for CAT. I am studying in VJTI Kolhapur.,Government Exam Path
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in Pune University Chennai.",Higher Studies First
"Hey, family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in local college Pune.",Government Exam Path
"Hey, will help in family business in morning and continue MCA in evening batch. I am studying in IIT Bombay Mumbai.",Balanced Job + Study Plan
"Hey, keep changing my mind every week. Need someone experienced to show me right path. I am studying in IIT Bombay Chennai.",Career Guidance Needed
"Hey, have a part-time job and will prepare for government exams simultaneously. I am studying in Symbiosis Mumbai.",Balanced Job + Study Plan
Planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in local college Pune.,Balanced Job + Study Plan
"Parents want government job, I want tech, but I like business also. Completely lost. I am studying in Pune University Bangalore.",Career Guidance Needed
Keep changing my mind every week. Need someone experienced to show me right path.,Career Guidance Needed
"Hey, keep changing my mind every week. Need someone experienced to show me right path. I am studying in SPIT Kolhapur.",Career Guidance Needed
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in IIT Madras Aurangabad.,Balanced Job + Study Plan
"Hey, planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in MIT WPU Mumbai.",Balanced Job + Study Plan
"After my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in IIT Bombay Aurangabad.",Emotional Counseling Needed
"Hey, my parents strongly believe only government job is safe. They want me to prepare full time for GRE. I am studying in PICT Kolhapur.",Government Exam Path
"Hey, too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in Amity Nagpur.",Career Guidance Needed
Have a part-time job and will prepare for government exams simultaneously. I am studying in PICT Chennai.,Balanced Job + Study Plan
Family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in SPIT Delhi.,Government Exam Path
"Heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in Pune University Bangalore.",Job First (Financial Stability)
My mother needs surgery and we have no savings. I was planning UPSC but now I think job first is the only option. I am studying in VJTI Delhi.,Job First (Financial Stability)
"Hey, i love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in local college Kolhapur.",Higher Studies First
"Hey, resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in IIT Bombay Delhi.",Skill Development First
Family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in Amity Chennai.,Government Exam Path
"Hey, constant family pressure + studies ne mera burnout kar diya hai. I need someone to talk to. I am studying in VJTI Aurangabad.",Emotional Counseling Needed
